fname,itp,tp_prob,its,ts_prob
NC_PHSB_2015090315014838.npz,[719],[0.985595],[921],[0.587903]
BK_MHC_2016090415525913.npz,[1549],[0.98129],[1683],[0.953056]
BK_OXMT_2013042901050620.npz,[1214],[0.985325],[1405],[0.940884]
BK_HAST_2008122812025643.npz,[1606],[0.974107],[2089],[0.910651]
NC_MMLB_2009102603503649.npz,[653],[0.972786],[788],[0.868918]
NP_1746_2015082801071009.npz,[1377],[0.985241],[1882],[0.915517]
BG_RGP_2012040606273810.npz,[1043],[0.981893],[1154],[0.939653]
NC_MDPB_2012100610434359.npz,[159 819],[0.973828 0.984523],[284 942],[0.944371 0.961101]
PG_AR_2004072706535818.npz,[1798],[0.928226],[2094],[0.861098]
NN_VPK_2014011117265656.npz,[610],[0.958147],[857],[0.802552]
NN_OMMB_2013120409094868.npz,[1539],[0.98602],[1805],[0.929175]
PG_DC_2005060814233696.npz,[758],[0.916241],[1019],[0.533562]
BG_SB4_2007081713070678.npz,[881],[0.987197],[949],[0.964487]
NN_TVH1_2011071500270912.npz,[1328],[0.981213],[1433],[0.92473]
BG_SQK_2016121417272497.npz,[1647],[0.980052],[1793],[0.939935]
BG_STY_2013010900313751.npz,[1592],[0.94897],[1818],[0.847578]
BG_SQK_2012020800562494.npz,[601],[0.97982],[667],[0.96306]
NC_LTC_2007010919045585.npz,[1295],[0.92129],[],[]
PG_LM_2004021011380730.npz,[767],[0.982814],[1049],[0.924069]
NC_KMPB_2007112407413145.npz,[1437],[0.968931],[1936],[0.754163]
NC_BSR_2004022804075601.npz,[726],[0.97516],[1141],[0.883151]
BK_BRIB_2008092115164635.npz,[1267],[0.943512],[1578],[0.731042]
NC_PHF_2003081210290123.npz,[1728],[0.967516],[1948],[0.941168]
BG_CLV_2015031500380854.npz,[1468],[0.921464],[1530],[0.909234]
NC_MDP_2007031703064259.npz,[1457],[0.952313],[1745],[0.710022]
BG_PFR_2010111305062112.npz,[872],[0.978892],[519 1015],[0.595936 0.93825]
NC_PHF_1995112013003562.npz,[1778],[0.987337],[1879],[0.96522]
PG_BLD_2012072120535185.npz,[1457],[0.98889],[1632],[0.819472]
PG_PB_2006031611182298.npz,[1960],[0.91292],[2214],[0.938872]
NN_OMMB_2012030217430717.npz,[616],[0.980854],[689],[0.854781]
BG_MCL_2011041301543132.npz,[1588],[0.983942],[1658],[0.943333]
BG_LCK_2012031705445526.npz,[747],[0.979778],[854],[0.875072]
NC_BSG_1994061314420243.npz,[567],[0.966502],[824],[0.667421]
NC_GDXB_2015031622001532.npz,[892],[0.974648],[963],[0.965646]
NC_GAXB_2010071021574067.npz,[1275],[0.979364],[1449],[0.953407]
PG_WRD_2013112714433587.npz,[1906],[0.968562],[2128],[0.922014]
BG_PFR_2008021506430267.npz,[1268],[0.978634],[1369],[0.945408]
